titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
Analista De Datos Y Automatización Operativa,CRECOS,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, git, excel, power bi, restful apis, business intelligence, análisis de datos, estadística, kpis","comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, creatividad, pensamiento crítico, responsabilidad"
Analista De Datos De Medios Digitales,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"git, erp, machine learning, business intelligence, análisis de datos, kpis, métricas","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, proactividad, responsabilidad"
Analista Gobierno De Datos,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"sql, análisis de datos, métricas","trabajo en equipo, resolución de problemas, aprendizaje continuo, atención al detalle, pensamiento crítico"
Analista De Datos,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, excel, power bi, business intelligence, análisis de datos","pensamiento crítico, atención al detalle, comunicación"
Analista De Datos Y Reportería Call Center Quito,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"c++, git, excel, power bi, scrum, erp, business intelligence, data analysis, análisis de datos, estadística, dashboards, kpis, métricas","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, gestión del tiempo, pensamiento crítico, responsabilidad"
Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"c++, excel, machine learning, business intelligence, data analysis","comunicación, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, inglés avanzado, planificación"
ANALISTA DE OBSERVATORIOS,Universidad Técnica Particular de Loja,Loja,,,tiempo completo,Analista de Datos,opcion empleo,"python, excel, erp, business intelligence, data analysis","trabajo en equipo, resolución de problemas, orientación a resultados, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado, negociación, planificación, responsabilidad"
Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"c++, excel, machine learning, business intelligence, data analysis","comunicación, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, inglés avanzado, planificación"
Analista de Sistemas de Gestión,La Fabril,"Montecristi, Manabí",,,tiempo completo,Analista de Datos,opcion empleo,"c++, business intelligence","trabajo en equipo, comunicación, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, responsabilidad"
ANALISTA DE INTELIGENCIA DE NEGOCIOS - QUITO,Grupo Lucky Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, excel, power bi, business intelligence, data analysis","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, responsabilidad"
Consultor En Protección De Datos,Orion Legal Technology,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,excel,"trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, proactividad"
Product Manager (Analista de Producto),Netlife,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"git, microservicios, scrum, business intelligence","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, creatividad, pensamiento crítico, servicio al cliente, gestión de proyectos, responsabilidad"
ANALISTA MERCADEO,Plasticaucho Industrial,"Ambato, Tungurahua",,,tiempo completo,Analista de Datos,opcion empleo,"c++, git, excel, business intelligence, data analysis","resolución de problemas, adaptabilidad, pensamiento crítico, atención al detalle, comunicación"
Analista de Data Maestra,PICA Plásticos Industriales,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, business intelligence","gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista de Procesos QA,Omarsa,Guayas,,,tiempo completo,Analista de Datos,opcion empleo,"c#, jira, dynamics 365, scrum, devops, erp, business intelligence, pruebas manuales, pruebas automatizadas, casos de prueba, control de calidad","trabajo en equipo, comunicación, resolución de problemas, planificación, responsabilidad"
Quito - Analista de Inteligencia Comercial,Grupo Lucky Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, excel, power bi, business intelligence","resolución de problemas, orientación a resultados, responsabilidad"
Analista BI,SGF Global,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, erp, machine learning, business intelligence, data analysis","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, gestión del tiempo, inglés avanzado, responsabilidad"
ANALISTA DE CRÉDITO F&I - KIA NORTE,Lavca,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,business intelligence,"trabajo en equipo, resolución de problemas, orientación a resultados"
Analista de Control Contable,Advising & Recruiting,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, data analysis","comunicación, resolución de problemas, atención al detalle, pensamiento crítico, inglés avanzado, responsabilidad"
ANALISTA DE MARKETING DIGITAL - SUZUKI DEL ECUADOR,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"c++, git, data analysis","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, pensamiento crítico, gestión de proyectos, responsabilidad"
ANALISTA DE TRABAJO SOCIAL,Mapfre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, restful apis, erp, teams, zoom, business intelligence","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Analista de Ejecución Comercial,BIC,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"c++, excel, erp, machine learning, business intelligence, data analysis","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, gestión del tiempo, creatividad, pensamiento crítico, inglés avanzado, planificación, responsabilidad"
ANALISTA DE INTELIGENCIA DE NEGOCIOS - QUITO,Grupo Lucky Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, excel, power bi, business intelligence, data analysis","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, responsabilidad"
Analista de TI,Fresenius Kabi,Guayas,,,tiempo completo,Analista de Datos,opcion empleo,"sql, git, power bi, scrum, power platform, business intelligence","trabajo en equipo, adaptabilidad, orientación a resultados, gestión del tiempo, pensamiento crítico, inglés avanzado"
ANALISTA DE COMPRAS - TEMPORAL,Promart,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, data analysis","trabajo en equipo, resolución de problemas, orientación a resultados"
ANALISTA CONTABLE,LHenriques,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, machine learning, business intelligence","trabajo en equipo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, planificación, responsabilidad"
ANALISTA SISTEMAS DE GESTION,Grupo Ortiz,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,opcion empleo,"excel, business intelligence, data analysis","comunicación, resolución de problemas, adaptabilidad, atención al detalle, gestión del tiempo, responsabilidad"
ANALISTA MERCADEO,Plasticaucho Industrial,"Ambato, Tungurahua",,,tiempo completo,Analista de Datos,opcion empleo,"git, excel, business intelligence, data analysis","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, proactividad"
Quito - Analista de Inteligencia Comercial,Lucky Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, excel, power bi, business intelligence","liderazgo, resolución de problemas, orientación a resultados, responsabilidad"
Analista Riesgo de Crédito – Campañas y Monitoreo,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, excel, power bi, business intelligence, data analysis","resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle"
Analista de Ventas/Comercial,Servier,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,business intelligence,"trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado, planificación, responsabilidad"
Analista Senior Riesgo de Crédito – Metodológico y Modelos,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, aws, power bi, business intelligence, data analysis","comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo"
ANALISTA DE DESARROLLO Y CAPACITACIÓN,Promart,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"git, excel, machine learning, business intelligence","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, gestión del tiempo"
ANALISTA DE CRÉDITO FI - KIA NORTE,Lavca,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,business intelligence,"trabajo en equipo, resolución de problemas, orientación a resultados, proactividad"
Analista de procesos de mejora y Power BI,Ecuaquimica,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, power platform, machine learning, business intelligence, data analysis","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, gestión de proyectos"
Analista de procesos de mejora y Power BI,Ecuaquimica,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, power platform, machine learning, business intelligence, data analysis","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, gestión de proyectos"
Guayaquil: Analista Junior de Inteligencia Comercial,Grupo Lucky Ecuador,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"aws, excel, power bi, business intelligence","comunicación, resolución de problemas, pensamiento crítico, atención al detalle"
ANALISTA DE COSTOS,Bureau Veritas,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence","aprendizaje continuo, atención al detalle, pensamiento crítico, responsabilidad"
Analista Tributario,Zurich,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, business intelligence","trabajo en equipo, resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
ANALISTA DE CIBER SEGURIDAD JR,Novacero,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, business intelligence","trabajo en equipo, comunicación, resolución de problemas, proactividad, responsabilidad"
Analista de Compensaciones y Estructuras Organizacionales,Veolia,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"restful apis, machine learning, business intelligence","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, gestión del tiempo, creatividad, inglés avanzado, responsabilidad"
Trafficker Digital y Analista de Campañas avanzado,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"git, crm, machine learning, business intelligence","liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, creatividad, responsabilidad"
