titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
Analista De Compras,Ciblé Consultora RH,"Flores, Chimborazo",,Presencial,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, pensamiento crítico"
Analista De Nómina,SG SUASTI GUERRERO CORP S.A.S.,"Pichincha, Manabí",,,tiempo completo,Analista de Datos,bing,"git, excel","atención al detalle, pensamiento crítico, comunicación"
Analista De Seleccion,Vacantes Empleos.Net,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Contabilidad,Reybanpac Rey Banano Del Pacifico C.L.,"Guayaquil, Guayas",,,,Analista de Datos,bing,excel,"trabajo en equipo, orientación a resultados, atención al detalle, proactividad, pensamiento crítico"
Analista De Marketing Digital Y Eventos,Casa del Rulimán del Ecuador S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"c++, git","trabajo en equipo, comunicación, orientación a resultados"
Analista De Seguridad Informática Y Cumplimiento It,Almacenes De Prati S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"git, windows","trabajo en equipo, liderazgo, atención al detalle"
Analista De Contabilidad 2,LIFE - Laboratorios Industriales Farmacéuticos Ecuatorianos,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Marketing,CORPORACIÓN SIEGFRIED,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, atención al detalle, creatividad"
ANALISTA DE SEGURIDAD,NOVACERO S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, pensamiento crítico"
Analista De Contabilidad,FINANSERVICES,"Guayaquil, Guayas",,,,Analista de Datos,bing,excel,"trabajo en equipo, resolución de problemas, aprendizaje continuo"
Analista De Experiencia Al Cliente,Icesa S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,machine learning,"comunicación, atención al detalle, gestión del tiempo"
Analista De Contabilidad,La Tablita Group Cia. Ltda.,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Contabilidad,Quifatex,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, liderazgo, atención al detalle"
Analista De Crédito Y Cobranza,LEVAPAN DEL ECUADOR,"Guayaquil, Guayas",,,,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Organizacion Y Metodos- Desarrollo Tecnologico,OMARSA S.A.,Guayas,,,tiempo completo,Analista de Datos,bing,"git, excel, scrum","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Analista De Auditoria Gestión Y Calidad,Agroazucar Ecuador- Ingenio La Troncal,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"c++, power bi, casos de prueba","trabajo en equipo, comunicación, adaptabilidad"
Analista De Comercio Exterior,COMERCIAL ADUANERA INTERNACIONAL RAUL COKA BARRIGA C LTD,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,c++,"pensamiento crítico, atención al detalle, comunicación"
Analista De Recursos Humanos,Vigatec,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, git","trabajo en equipo, liderazgo, aprendizaje continuo"
Analista De Contabilidad,Multicines S.A.,"Pichincha, Manabí",,,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, atención al detalle, gestión del tiempo, pensamiento crítico"
Analista De Recursos Humanos - Bienestar Y Gestión,Corporación Gpf (Grupo Fybeca),"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, atención al detalle, creatividad"
Quito - Analista De Inteligencia Comercial,Grupo Lucky Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"liderazgo, atención al detalle, gestión del tiempo, pensamiento crítico"
Analista De Seguridad De La Información,Banco de Desarrollo del Ecuador B.P.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, atención al detalle, gestión del tiempo"
Arquitecto De Datos E Integración,Banco Bolivariano,"Guayaquil, Guayas",,,,Analista de Datos,bing,"sql, git, excel, scrum","trabajo en equipo, liderazgo, atención al detalle, gestión del tiempo, pensamiento crítico"
"Pasante Ingeniero De Datos, Programador SQL",linkhome cia ltda,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"sql, desarrollo de software","aprendizaje continuo, gestión del tiempo, creatividad"
Subgerente Seguridad De Datos Personales,Banco Guayaquil,"Guayaquil, Guayas",,,,Analista de Datos,bing,No especificado,resolución de problemas
Analista De Sistemas,BATERIAS ECUADOR,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"atención al detalle, gestión del tiempo, pensamiento crítico, comunicación"
Analista Jr De Capacitación Y Do,Camposantos Del Ecuador S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,excel,"aprendizaje continuo, atención al detalle, gestión del tiempo, inglés avanzado"
Analista Mesa De Ayuda - Ecuador,SoftwareONE,"Quito, Pichincha",,Presencial,,Analista de Datos,bing,"c++, aws, git, scrum, machine learning","trabajo en equipo, comunicación, creatividad"
Analista De Gestión Documental,Reybanpac Rey Banano Del Pacifico C.L.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"git, excel","trabajo en equipo, orientación a resultados, atención al detalle, proactividad, pensamiento crítico"
Analista Junior De Investigación Y Desarrollo,ADITMAQ CIA. LTDA.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"resolución de problemas, atención al detalle, inglés avanzado"
Analista De Impuestos,DHL,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"comunicación, gestión del tiempo, pensamiento crítico, atención al detalle"
Analista De Fidelización Y Servicio Al Cliente,Human Consulting Strategies,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, pensamiento crítico, atención al detalle"
Analista De Sistemas Programador,Refrescos Sin Gas Re.S.Ga.Sa - All Natural,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"java, php, c#, c++, html/css, sql, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","resolución de problemas, atención al detalle, trabajo en equipo, aprendizaje continuo"
Analista De Compras,COLEGIOS DEL ECUADOR COLDEC S.A.S.,"Pichincha, Manabí",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, liderazgo, orientación a resultados, gestión del tiempo, creatividad, pensamiento crítico"
Analista De Desarrollo - Eventual,Cooperativa 29 de octubre,"Quito, Pichincha",,,,Analista de Datos,bing,"java, javascript, python, c#, docker, scrum","pensamiento crítico, atención al detalle, comunicación"
Analista De Desarrollo - Eventual,Cooperativa 29 de octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"java, javascript, python, c#, docker, scrum","pensamiento crítico, atención al detalle, comunicación"
,,,,,,Analista de Datos,bing,No especificado,No especificado
,,,,,tiempo completo,Analista de Datos,bing,No especificado,No especificado
Analista De Importaciones,MEGAPROFER S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"resolución de problemas, orientación a resultados, gestión del tiempo"
Analista De Capacitación,Eficacia Ecuador,"Quito, Pichincha",,,,Analista de Datos,bing,"excel, machine learning","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad, creatividad, pensamiento crítico"
Analista De Aseguramiento De La Calidad,Grupo Bimbo,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, sql, casos de prueba","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, pensamiento crítico"
Analista De Importaciones,ITALIMENTOS CIA. LTDA.,Azuay,,,tiempo completo,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Registros Y Marcas,Global Chem Cia. Ltda.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Branding & Comunication,Equifax,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, aprendizaje continuo, gestión del tiempo"
Analista De Desarrollo - Eventual,Cooperativa 29 De Octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"java, javascript, python, c#, docker, scrum","atención al detalle, pensamiento crítico, comunicación"
"Analista De Fidelización Senior Quito, Pichincha",BMI Igualas Médicas,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,"excel, scrum","comunicación, atención al detalle, pensamiento crítico"
Analista De Garantia,Electrolux,"Quito, Pichincha",,Híbrido,,Analista de Datos,bing,"javascript, c++, git, excel, power bi, restful apis","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, inglés avanzado"
Analista De Importaciones,Megaprofer,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, restful apis","resolución de problemas, adaptabilidad, orientación a resultados, gestión del tiempo"
Analista De Validaciones,MAQUIPHARMA S.A,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Analista De Costos Y Presupuestos,Alfa Talent,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"resolución de problemas, atención al detalle, pensamiento crítico, comunicación"
Analista De Tesorería,NOVACERO S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"comunicación, liderazgo, resolución de problemas, orientación a resultados, pensamiento crítico"
Analista De Control Interno,Vacantes Empleos.Net,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Soporte,Corporación Siegfried,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, atención al detalle, creatividad"
Analista De Marketing - Quito,Eficacia,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, power bi","resolución de problemas, aprendizaje continuo, pensamiento crítico, atención al detalle, comunicación"
Analista De Inteligencia De Mercado,Corporación Siegfried,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, atención al detalle, creatividad"
Analista De Auditoría,Alpha Builders,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, excel","trabajo en equipo, comunicación, resolución de problemas"
Analista De Credito - Cuenca (Temporal),Marcimex,"Cuenca, Azuay",,,,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados"
Analista De Capacitación,Alfredo Paredes Y Asociados,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, orientación a resultados, aprendizaje continuo, atención al detalle, pensamiento crítico"
Analista De Selección Y Desarrollo,Ambacar Ecuador,"Ambato, Provincia Tungurahua",,,tiempo completo,Analista de Datos,bing,No especificado,"comunicación, liderazgo, aprendizaje continuo, gestión del tiempo, pensamiento crítico, mentoría"
Analista De Costos (Quito),GRUPASA GRUPO PAPELERO CIA. LTDA.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, power bi","resolución de problemas, gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Planificación De La Demanda,Santillana S.A.,"Pichincha, Manabí",,,tiempo completo,Analista de Datos,bing,"excel, power bi","trabajo en equipo, resolución de problemas, proactividad"
Analista De Marketing,Vacantes Empleos.Net,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"comunicación, resolución de problemas, atención al detalle"
Analista De Ventas,Trezium Consulting,"Tambillo, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Operadores Y Auxiliares De Máquina De Inyección Pet Y Pe- Coextrusion-Analista De Calidad,SENCO S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"restful apis, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Experiencia Del Consumidor,Innova Schools Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"aws, scrum","comunicación, liderazgo, proactividad, gestión del tiempo, creatividad"
Analista De Ingeniería Industrial Con O Sin Experiencia,TEXTILES TEXSA SA,"Guayaquil, Guayas",,,,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Gestión Comercial,Sherwin-Williams,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Desarrollo Organizacional,Agrodely,"Quito, Pichincha",,,,Analista de Datos,bing,restful apis,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, gestión del tiempo"
Analista De Talento Humano,CORAL HIPERMERCADOS,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,restful apis,"adaptabilidad, aprendizaje continuo, gestión del tiempo"
Analista De Talento Humano,Vacantes Empleos.Net,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, atención al detalle, proactividad"
Analista De Finanzas,Automotores Y Anexos S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, proactividad, creatividad, pensamiento crítico"
Analista De Recursos Humanos,Vacantes Empleos.Net,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, gestión del tiempo, pensamiento crítico, comunicación"
Especialista En Base De Datos,Tecnologia de Informacion Hiper S.A.,"Guayaquil, Guayas",,,,Analista de Datos,bing,"python, sql, powershell, bash, aws, azure, gcp, restful apis","trabajo en equipo, comunicación, resolución de problemas, proactividad, gestión del tiempo"
Arquitecto De Datos ECU,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"sql, machine learning","liderazgo, gestión del tiempo"
Arquitecto De Datos,Neoris,"Quito, Pichincha",,,,Analista de Datos,bing,"c++, sql, git, machine learning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, creatividad, pensamiento crítico"
Trabajo Desde Casa Analista De Formación Ref. 0969S,BairesDev,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, gestión del tiempo, creatividad, multitarea"
Analista De It,SMARTSTORES,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Cobranzas,BMI Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, orientación a resultados, pensamiento crítico, atención al detalle, comunicación"
Analista De Repuestos,Grupo Ortiz,"Cuenca, Azuay",,,,Analista de Datos,bing,No especificado,"trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, proactividad, gestión del tiempo"
Analista De Importaciones,GERARDO ORTIZ E HIJOS CIA. LTDA.,Azuay,,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, resolución de problemas, proactividad, gestión del tiempo, inglés avanzado"
Analista Y Desarrollador De Software Tecnología,Latinus E- Professional Business S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,desarrollo de software,"adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Riesgos,INNOVUS SOFTWARE S.A.S,"Portoviejo, Manabí",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, resolución de problemas, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico"
Analista De Procesos,Kruger Corporation S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, gestión del tiempo, creatividad"
Analista De Marketing Digital (Polifuncional),Pirámide Digital Cia Ltda,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"git, excel","trabajo en equipo, comunicación, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Compras,Amaenergy Service S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, atención al detalle, gestión del tiempo"
Analista De Gestión Ambientes Y Versionamiento,Human Consulting Strategies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"javascript, azure, microservicios, devops","trabajo en equipo, liderazgo, pensamiento crítico, atención al detalle, comunicación"
Analista De Inventario,Adium Ecuador,"Quito, Pichincha",,,,Analista de Datos,bing,"excel, machine learning","trabajo en equipo, resolución de problemas, atención al detalle, pensamiento crítico"
Analista De Mesa De Servicio,Banco Internacional Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"sql, windows","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Analista Inteligencia De Negocios/Comercial,Cafe Minerva,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"liderazgo, atención al detalle, pensamiento crítico"
Analista De Soporte En Sitio,STEFANINI LATAM,"Nueva Loja, Provincia Sucumbíos",,,tiempo completo,Analista de Datos,bing,"excel, windows","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, orientación a resultados, gestión del tiempo, pensamiento crítico"
Practicante De Analista De Control De Calidad,OXIALFARM,"Quito, Pichincha",,,,Analista de Datos,bing,casos de prueba,"trabajo en equipo, aprendizaje continuo, atención al detalle, mentoría"
Analista De Calidad,OLYMPIC JUICE OLYJUICE CIA. LTDA.,"Quito, Pichincha",,,,Analista de Datos,bing,"pruebas manuales, pruebas automatizadas, casos de prueba","adaptabilidad, atención al detalle, pensamiento crítico, comunicación"
Analista De Compras,Importadora Vega S.A (Homevega),"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, atención al detalle, pensamiento crítico, comunicación"
Analista De Nómina,Mutualista Azuay,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, orientación a resultados, gestión del tiempo"
Analista De Asuntos Regulatorios,ASAN ADVISORS,"Quito, Pichincha",,Híbrido,,Analista de Datos,bing,"javascript, excel","liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo"
Analista De Exportaciones,Edesa,"Quito, Pichincha",,,,Analista de Datos,bing,"excel, restful apis","liderazgo, resolución de problemas, gestión del tiempo, creatividad"
Analista De Costos Y Presupuestos,Alfa Talent,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
"Analista De Tesorería Quito, Pichincha, Ecuador",BMI Igualas Médicas,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, atención al detalle, pensamiento crítico, comunicación"
Analista De Tesorería,RIPCONCIV CONSTRUCCIONES CIVILES CIA LTDA,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Contabilidad,KBL Change It,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista De Certificación De Calidad,BANRED S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"postman, soap ui, pruebas manuales, pruebas automatizadas, casos de prueba","aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Analista De Programación Y Control De Producción,Grupo Industrial Graiman,"Cuenca, Azuay",,,,Analista de Datos,bing,"excel, machine learning","trabajo en equipo, resolución de problemas, atención al detalle, gestión del tiempo"
Analista De Selección,Puntonet S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, liderazgo, gestión del tiempo"
Analista De Calidad,A Gas Cía. Ltda.,"Montecristi, Provincia Manabí",,,tiempo completo,Analista de Datos,bing,casos de prueba,"trabajo en equipo, orientación a resultados, atención al detalle"
Analista De Transporte Ec,Grupo Tigre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Crédito Y Cobranza,EDIMCA,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"liderazgo, resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista Senior De Políticas De Financiamiento,Banco de Desarrollo del Ecuador B.P.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, liderazgo, resolución de problemas, atención al detalle, gestión del tiempo, creatividad"
Analista De Costos Y Compras,STARTUP Lawyers & Consultants S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"resolución de problemas, aprendizaje continuo, atención al detalle, pensamiento crítico"
Analista De Crédito,MASTERMOTO,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, resolución de problemas, proactividad"
Analista De Selección,Importador Ferretero Trujillo,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"liderazgo, adaptabilidad, pensamiento crítico, atención al detalle, comunicación"
Analista De Seguridad Industrial,PepsiCo,"Quito, Pichincha",,,,Analista de Datos,bing,"git, restful apis","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle"
Analista De Abastecimiento,La Tablita Del Tartaro,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"resolución de problemas, atención al detalle, gestión del tiempo, pensamiento crítico"
Analista Operativo De Bodega,Bou Company,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, power bi","comunicación, atención al detalle, pensamiento crítico"
Analista De Operaciones Cash Y Comercio Exterior,Citi,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, restful apis, machine learning","trabajo en equipo, comunicación, inglés avanzado"
Analista De Control Y Auditoría Interna,Laboratorios Bagó Del Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, excel","orientación a resultados, atención al detalle, proactividad, creatividad, pensamiento crítico"
Analista Comercial,Servicios Integrales De Tesis,"Cuenca, Azuay",,,,Analista de Datos,bing,No especificado,"resolución de problemas, atención al detalle, gestión del tiempo"
Analista De Recursos Humanos Freelance,Ramsa Importaciones,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, orientación a resultados, proactividad"
Analista De Seguridad De La Información Senior,Grupo Ortiz,"Cuenca, Azuay",,,,Analista de Datos,bing,"linux, windows","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, proactividad, pensamiento crítico"
Gestor De Demanda De Datos,Devsu,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, sql, jira, excel, scrum, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, gestión del tiempo, mentoría"
Lider Técnico De Datos New,Neoris,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Asistente De Procesamiento De Datos,COOPERATIVA DE AHORRO Y CREDITO VICENTINA MANUEL ESTEBAN GODOY ORTEGA LTDA,"Loja, Província Loja",,,tiempo completo,Analista de Datos,bing,sql,"trabajo en equipo, comunicación, resolución de problemas"
Trabajo Desde Casa Analista De QA Senior Investigación Y Desarrollo Ref. 0027S RD,BairesDev,"Guayaquil, Guayas",,,,Analista de Datos,bing,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Analista Junior De Sistemas Responsable De Tecnología SQL SAP Salesforce Soporte TI,CENTURIOSA S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"sql, power bi, salesforce","trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Trabajo Desde Casa Analista De Negocios Con Agile Ref. 0031S,BairesDev,"Guayaquil, Guayas",,,,Analista de Datos,bing,"excel, scrum, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad, pensamiento crítico"
Analista De Automatización En Facturación,ONBOTGO,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"python, sql, git, excel, power bi, restful apis, scrum","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo"
Analista De Sistemas,Estructuras De Acero Esacero S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,sql,"atención al detalle, pensamiento crítico, comunicación"
Analista De Automatización En Facturación / Pesencial En Quito,ONBOTGO,"Quito, Pichincha",,,,Analista de Datos,bing,"python, sql, git, excel, power bi, restful apis, scrum","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo"
Analista De Impuestos,Edesa,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"liderazgo, resolución de problemas, creatividad, pensamiento crítico"
Ingeniero De Telecomunicaciones Y Centro De Datos,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,bing,"git, excel, scrum","trabajo en equipo, liderazgo, atención al detalle, gestión del tiempo"
Analista De Risk,PwC,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, pensamiento crítico, inglés avanzado, mentoría"
Analista De Respuestos,Kia Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"power bi, restful apis","trabajo en equipo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Compras,colour republic,"Cumbaya, Pichincha",,,,Analista de Datos,bing,excel,"liderazgo, atención al detalle, inglés avanzado"
Analista De Nómina,GERENCIA CORPORATIVA GERENSA S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras,Lamor,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado"
Analista De Garantía Y Servicio Técnico,Etafashion,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Capacitación Y Desarrollo,XKTalent Inc. - Rimutee,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Analista De Compras,colour republic,"Cumbaya, Pichincha",,,,Analista de Datos,bing,excel,"liderazgo, atención al detalle, inglés avanzado"
Analista De Nómina,GERENCIA CORPORATIVA GERENSA S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras,Lamor,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado"
