index,titulo,empresa,ubicacion,salario,modalidad,jornada,tipo_contrato,fecha_publicacion,descripcion,url
24,Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 1 día,"NEORIS es un acelerador Digital que ayuda a las compañías a entrar en el futuro, teniendo 20 años de experiencia como Socios Digitales de algunas de las mayores compañías del mundo. Somos más de 4,000 profesionales en 11 países, con nuestra cultura multicultural de startup en donde cultivamos innovación, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes.Estamos en búsqueda de Desarrollador de Back end para apoyar en el diseño, desarrollo e implementación de soluciones tecnológicas para servicio en el sector el Banco, garantizando calidad, cumplimiento de estándares y entregas eficientes. Promover buenas prácticas de desarrollo y acompañar al equipo técnico desde el código hasta la producción.Principales Responsabilidades:Desarrollar soluciones funcionales y escalables con Java/SpringBoot y buenas prácticas de ingeniería (TDD, BDD, Clean Code, SOLID). Realizar pruebas tempranas, revisiones de código y corrección de incidencias.Proponer arquitecturas técnicas y mejoras en procesos de desarrollo.Diseñar e integrar APIs seguras y eficientes (REST, OAuth2, JWT). Apoyar en CI/CD, control de cambios y despliegue de soluciones.Documentar soluciones técnicas y asesorar al equipo en frameworks y estándares.Requerimientos:Profesional en Ingeniería de Sistemas, Ingeniería de Software o carreras afines con experiencia mínimo de 3 años en rol de desarrolladorTecnologías:Java / SpringBootBases de datos relacionales y no relacionalesGit, CI/CD (Jenkins, GitLab CI, etc.)HTML, CSS, SASSConocimientos en Cloud (AWS, Azure o GCP)Deseable: Kafka o RabbitMQHabilidades Técnicas:Dominio de POO, patrones de diseño y microserviciosExperiencia en TDD, BDD y pruebas automatizadasConocimiento en seguridad (OWASP, ISO )Manejo de herramientas: Jira, Confluence, Teams, DrawIOOfrecemos:Cultura de innovación y crecimiento profesionalVinculación a tiempo indeterminado (relación de dependencias)Beneficios legalesSeguro médico privadoPóliza de vidaDía libre de cumpleañosTrabajo modalidad híbrida en Quito, EcuadorTe invitamos a conocernos en , Facebook, LinkedIn, Twitter o Instagram: @NEORIS.Joseline RocaLI-JR1 <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ecbc8cbf137754e3bd1e5e579268b55c79
25,Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 1 día,"NEORIS es un acelerador Digital que ayuda a las compañías a entrar en el futuro, teniendo 20 años de experiencia como Socios Digitales de algunas de las mayores compañías del mundo. Somos más de 4,000 profesionales en 11 países, con nuestra cultura multicultural de startup en donde cultivamos innovación, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes.Estamos en búsqueda deDesarrollador de Back endpara apoyar en el diseño, desarrollo e implementación de soluciones tecnológicas para servicio en el sector el Banco, garantizando calidad, cumplimiento de estándares y entregas eficientes. Promover buenas prácticas de desarrollo y acompañar al equipo técnico desde el código hasta la producción.Principales ResponsabilidadesDesarrollar soluciones funcionales y escalables con Java/SpringBoot y buenas prácticas de ingeniería (TDD, BDD, Clean Code, SOLID). Realizar pruebas tempranas, revisiones de código y corrección de incidencias.Proponer arquitecturas técnicas y mejoras en procesos de desarrollo.Diseñar e integrar APIs seguras y eficientes (REST, OAuth2, JWT). Apoyar en CI/CD, control de cambios y despliegue de soluciones.Documentar soluciones técnicas y asesorar al equipo en frameworks y estándares.RequerimientosProfesional en Ingeniería de Sistemas, Ingeniería de Software o carreras afines con experiencia mínimo de 3 años en rol de desarrolladorTecnologías:Java / SpringBootBases de datos relacionales y no relacionalesGit, CI/CD (Jenkins, GitLab CI, etc.)HTML, CSS, SASSConocimientos en Cloud (AWS, Azure o GCP)Deseable: Kafka o RabbitMQHabilidades Técnicas:Dominio de POO, patrones de diseño y microserviciosExperiencia en TDD, BDD y pruebas automatizadasConocimiento en seguridad (OWASP, ISO )Manejo de herramientas: Jira, Confluence, Teams, DrawIOOfrecemosCultura de innovación y crecimiento profesionalVinculación a tiempo indeterminado (relación de dependencias)Beneficios legalesSeguro médico privadoPóliza de vidaDía libre de cumpleañosTrabajo modalidad híbrida en Quito, EcuadorTe invitamos a conocernos en , Facebook, LinkedIn, Twitter o Instagram: @NEORIS.Joseline Roca <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ece5d49ad862e2dd00c213103513f04216
26,Desarrolador De Software Fullstack,Banco Central Del Ecuador,Ecuador,,,Tiempo completo,Permanente,Hace 7 días,"del cargo:VIP Consultings I.G., una firma de consultoría especializada en sistemas de gestión ISO, innovación y desarrollo tecnológico empresarial, se encuentra en la búsqueda de un Desarrollador Full Stack altamente comprometido y proactivo.El profesional será responsable del mantenimiento, desarrollo y mejora continua de nuestro software ERP corporativo, garantizando su correcto funcionamiento, escalabilidad y alineación con los requerimientos operativos y estratégicos de la organización. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec0545d8c01cb1c89617ee704d3f81cd28
27,Analista Desarrollo De Software,Eficacia,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 10 días,"En Almacenes Mirna seguimos creciendo, por lo que estamos en búsqueda de un Analista Desarrollador de Software (Entornos Web/Móvil) Formación Académica: Ing. o Lic. en Sistemas o carreras afines. Funciones: ? Diseñar y desarrollar sistemas de información, recomendar mejoras. ? Análisis, desarrollo y mantenimiento de soluciones informáticas, proceso de integración de servicios de datos nuevos y/o existentes. (SQL SERVER) ? Desarrollo sistemas de apoyo que se integren al ERP corporativo (DOBRA) y en entorno web y móvil. ? Soporte y solución de incidentes a usuarios internos y externos. ?Colaborar en proyectos de automatización y digitalización de procesos internos. ?Experiencia en tecnologias frontend /Entity Framework/Desarrollo y Consumo de API (RESTful/SOAP) ? Habilidades Analíticas Conocimientos Adicionales - Lenguaje de Programación Net.core, Net framework, MVC, ASP.NET, Visual Studio.HTML5, CSS3, JavaScript ( o similares), Flutter o Frameworks móviles híbridos/nativos. - Seguridad en aplicaciones web y móviles. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec2708cd2686ca34d3e847fbd79e1a30b8
28,Desarrollador,SGF Global,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 5 días,"¿Eres un apasionado del desarrollo de software y estás listo para llevar tu carrera al siguiente nivel? Entonces esta es tu oportunidad En Easysoft, estamos buscando un DesarrolladorFull Stack Semi Seniorcon experiencia y pasión por la innovación para unirse a nuestro talentoso equipo. Ubicación: Quito, EcuadorRequisitos:Experiencia en el desarrollo de aplicaciones web completas: backend utilizando Python (FastAPI, Django) y frontend con React o Habilidad para integrar APIs RESTful y gestionar bases de datos tanto SQL como NoSQL.Capacidad para implementar buenas prácticas en pruebas, documentación y procesos de CI/CD.Colaboración estrecha con los equipos de diseño y gestión de proyectos para crear productos funcionales y atractivos.Estudios culminados en Ciencias Computacionales, Desarrollo de Software o afines.3 años de Experiencia en posiciones similares Beneficios: Cultura organizacional enfocada en innovación y crecimiento profesional. Seguro médico privado. Almuerzo subsidiado. Acceso a Platzi y otros programas de capacitación. Modalidad de teletrabajo parcial (posterior al periodo de prueba). Oportunidades reales de desarrollo y participación en proyectos de alto impacto. Si cumples con el perfil envíanos tu CV. al correo a:Queremos conocerteEsperamos recibir tu solicitud y conocerte pronto <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec24bfea226b454045c66b9e7d356a5399
29,Desarrollador Full Stack,Viamatica,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 5 días,"Únete a nuestro equipo comoDesarrollador Full Stack - IoTEn Agrosoft LATAM, buscamos unDesarrollador Full Stack - IoTapasionado por la innovación y la tecnología, que quiera ser parte de la transformación digital en los sectores productivos de Ecuador y América Latina.Descripción del PuestoBuscamos unDesarrollador Full Stack - IoTcon experiencia enC#, Angular, PLSQL y Oracle DB, capaz de trabajar en entornosLinuxy con conocimientos enAPIs, API Gateway e IoT. Será responsable del diseño, desarrollo e implementación de soluciones escalables y de alto rendimiento, asegurando la integración eficiente de múltiples sistemas y tecnologías.Responsabilidades•Desarrollo Backend:Implementación de servicios enC# (.NET 8/9)con acceso a bases de datosOracle (PLSQL). <ul> <li>Desarrollo Frontend:Construcción de aplicacionesSPA en Angular (v18+)con integración a APIs REST.</li> <li>Bases de Datos:Modelado y optimización de consultas enPLSQL sobre Oracle DB.</li> <li>APIs y Middleware:Creación y mantenimiento deAPIs RESTful, manejo deAPI Gatewayy consumo de servicios externos.</li> <li>Infraestructura &amp; IoT:Integración de dispositivos IoT y protocolos de comunicación en entornosLinux.</li> <li>DevOps &amp; Seguridad:Gestión de despliegues enLinux (Ubuntu, Oracle Linux), configuración de contenedores y monitoreo.</li> <li>Optimización y Mejora Continua:Análisis y refactorización de código para mejorar el rendimiento y la escalabilidad.Requisitos TécnicosBackend:• Experiencia enC# .</li> </ul> NET (6/7/8)• Desarrollo deAPIs RESTful.Frontend:• Desarrollo conAngular 18+, TypeScript. <ul> <li>Consumo de APIs RESTful desde Angular.Bases de Datos:• Experiencia enPLSQL y Oracle DB (19c+).</li> <li>Optimización de queries y tunning de bases de datos.</li> <li>Manejo deprocedimientos almacenados, triggers, vistas, índices.Infraestructura &amp; Middleware:• Experiencia enAPI Gateway (AWS API Gateway, Ocelot).</li> <li>Conocimientos enIoT y manejo de BLT LE.</li> <li>Manejo de entornosLinux (Ubuntu, Oracle Linux)para despliegues y monitoreo.</li> <li>Uso deDocker.Metodologías &amp; DevOps:• Experiencia conCI/CD (GitHub Actions, Azure DevOps).</li> <li>Implementación de pruebas unitarias y de integración(xUnit, NUnit, Jest).</li> <li>Manejo decontrol de versiones (Git, GitFlow).</li> </ul> Habilidades Blandas•Trabajo en equipo:Capacidad de colaborar con equipos multidisciplinarios. <ul> <li>Orientación a resultados:Enfoque en la entrega de software de alta calidad.</li> <li>Autogestión y proactividad:Capacidad de aprender nuevas tecnologías y proponer mejoras.</li> <li>Comunicación efectiva:Para interactuar con equipos técnicos y de negocio.Modalidad de Trabajo•Ubicación:100% Presencial•Disponibilidad:Tiempo completo.Si estás interesado en ser parte de nuestro equipo aplica enviando tu hoja de vida</li> </ul> <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec9f8d6b2e2d520a232099ecb2b9c734ff
30,Desarrollador Estandar De Erp-Cuenca,Jaher,"Cuenca, Azuay",,,Tiempo completo,Permanente,Hace 5 días,"CORPORACIÓN JARRÍN HERRERA CIA. LTDA.Se encuentra en la búsqueda de unDESARROLLADOR STANDAR ERP para la ciudad de ""CUENCA""En nuestra empresa, estamos en busca de unDESARROLLADOR STANDAR ERPcomprometido y dinámico para unirse a nuestro equipo. El candidato ideal será responsable diseñar, programar y mantener las aplicaciones de software de nuestra empresa.MisiónDesarrollar aplicaciones que cumplan todas las fases de la ingeniería del software y brinde una solución efectiva a nuestros usuarios.RequisitosEducación:Ingeniero en sistemas/AfinesExperiencia: Mas de 3 años en cargos similaresConocimiento intermedio de paquete office.FuncionesColaborar con el administrador de bases de datos en el diseño y modelado de la estructura de la base de datos, asegurando una integración eficiente con las aplicaciones.Crear y mantener procedimientos, funciones y bloques de código para implementar la lógica empresarial en el lenguaje de programación definido.Diseñar y optimizar consultas SQL para mejorar el rendimiento de las aplicacionesCrear los informes para proporcionar información visualmente significativa a los usuarios finales.Cumplir los lineamientos y procedimientos de la empresa e impulsar y retroalimentar las iniciativas de mejora.Cumplir las actividades asignadas por su Jefe Inmediato, así como asistir a las capacitaciones/eventos que sean convocados por la empresa.CompetenciasInnovaciónBúsqueda de informaciónPensamiento analíticoConocimientosConocimiento SQL/PLSQL, Oracle Apex, Jasper Reports.Desarrollo Backend/APIs Conocimiento de NestJS para construir APIs RESTful escalables. Experiencia en consumo e integración de APIs externas (RESTful Web Services, JSON/XML). Lenguajes de Programación JavaScript.Ingles técnico medio.Conocimiento en procesos retail y empresariales . BeneficiosSalario competitivoOportunidades de crecimiento profesionalExcelente ambiente laboralBeneficios de saludOtros <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec40ab7d72c9796228a306e3a78704a970
31,Software Quality Assurance Analyst,Banco Central Del Ecuador,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 15 días,"Enfocados en la calidad y el mejoramiento continuo de nuestros productos, queremos incorporar especialistas en control de calidad con capacidades proactivas que puedan asumir retos de liderazgo y seguimiento de los proyectos en sus diferentes fases orientados a proveer la mejor experiencia al usuario final con el entendimiento claro de sus necesidades.Responsabilidades:Validar y comprender los requerimientos del usuario final consolidando las historias de usuario para definir el alcance funcional del sistema.Definir y documentar los casos y planes de pruebas a partir de las historias de usuarioEjecutar casos de prueba, depurar, detectar errores, novedades o posibles mejoras para documentarlos y hacer seguimiento para su resolución.Generar informes de los resultados de las pruebas y las novedades detectadas y hacer seguimiento de su aceptación por parte del usuario.Definir prioridades y planificar las pruebas de los diferentes módulos y componentes del sistema.Ser el interlocutor entre el usuario final y el equipo de desarrollo para garantizar el entendimiento y cumplimiento de los requerimientos.Detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo de software.Validar y precautelar la estandarización de componentes visuales, flujos de los procesos y documentación de acuerdo con mejores prácticas de QA.Utilizar herramientas de pruebas y seguimiento de novedades para su resolución efectiva y presentación de avances y estatus.Contribuir en la creación de métricas de calidad de software, como el seguimiento de errores y la cobertura de pruebas.Requerimientos:3+ años de experiencia en pruebas de aplicaciones web tanto manuales como automatizadas.Conocimientos de fundamentos de control de calidad y mejores prácticas con metodologías de QA.Conocimientos de herramientas de ejecución y gestión de pruebas de software.Experiencia en la elaboración de planes y casos de pruebas con herramientas de seguimiento.Experiencia indispensable en análisis y depuración de sitios web con las herramientas de desarrollador de Google.Conocimientos de SQL y NonSQL para validación de datos.Experiencia de trabajo con metodologías ágiles y herramientas como Jira.Experiencia en pruebas de APIS con herramientas como Postman/SoapUI/Bruno.Familiaridad de pruebas non-funcionales: Seguridad, rendimiento, estandarización, UX.BeneficiosCultura de innovación y crecimiento profesionalVinculación formal a tiempo indefinidoBeneficios legales y socialesSer parte de un equipo sólido e inclusivo con más de 20 años de experienciaPosibilidad de trabajo remotoRemuneración competitiva de acuerdo con la experiencia y nivel de responsabilidadSeguro médico privadoCompensaciones adicionales por objetivos cumplidosOportunidades de crecimiento profesional de acuerdo al desempeño y resultadosCalificaciones / Habilidades requeridasSer organizado y metódico, apasionado por la calidad y mejoramiento continuoDeseos de superación y aprendizaje constante de nuevas tecnologíasEspíritu emprendedor para asumir retos y trabajar por objetivosMente analítica y observadora, enfocado en la resolución de problemasHabilidades interpersonales y de comunicación para trabajo en equipoTitulo de tercer nivel en ciencias de la información o afinesExperteam es una empresa especializada en la provisión de servicios informáticos de desarrollo de software, soporte técnico y consultoría, especialmente en el ámbito de bases de datos, sistemas operativos y comunicaciones. Manejamos importantes proyectos de desarrollo e implementación de soluciones web y aplicaciones móviles para clientes internacionales sobre diferentes plataformas. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec47743a5da02b062d4b5667fd7619c5fb
32,Desarrollador Full Stack Semi Senior,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 7 días,"Únete a ForEach y forma parte de la transformación digitalSomos una Startup con grandes ambiciones de crecimiento. Nos especializamos en diseñar y desarrollar software y soluciones tecnológicas a medida, en base a las necesidades específicas de cada cliente, con el objetivo foco en la calidad y el servicio al cliente.Estamos en la búsqueda de un/a Desarrollador FullStack Semi Senior para unirse a un equipo dinámico en una empresa especializada en el desarrollo de software a medida que incluye tanto aplicaciones web, aplicaciones móviles y servicios web.Objetivo del Cargo: Desarrollar e implementar soluciones de software a medida para empresas de diversas industrias, abarcando desde el levantamiento funcional hasta la entrega y mantenimiento del producto. El rol asegura la integración eficiente entre frontend y backend, aplicando buenas prácticas, optimización del rendimiento y garantizando productos escalables y alineados con las necesidades del cliente.Requisitos:Experiencia: 2 a 5 años en roles similares.Formación académica: Ingeniería Informática o carreras afines. Se considerarán personas con formación Técnica o bootcamps.Stack Tecnológico:Lenguajes: JavaScript (ES6+), TypeScriptFrameworks: React, , ExpressBases de datos: SQL (PostgreSQL, MySQL, entre otras.)Control de versiones: GIT (manejo de repositorios y flujos de trabajo como GitFlow)UI: Conocimiento en librerías de UI como Material UI, Chakra UI, entre otrasGestión de Proyectos: Herramientas como ClickUp para la planificación y seguimiento de tareas.DeseablesFrameworks y Librerías: FastAPI, , React Native (Expo y React-Native-CLI)Bases de Datos: MongoDB, Experiencia manejando ORM (Prisma, Sequelize, Mongoose, entre otros)Servicios Cloud: Experiencia con plataformas como Digital Ocean, AWS o servicios similaresContenedores y Virtualización: DockerHerramientas de Desarrollo: Familiaridad con formateadores y linters (ESLint, Prettier)Modalidad: Trabajo 100% remoto, 40 horas semanales.Valor Añadido: Capacitaciones, día de cumpleaños libre, flexibilidad horaria.Si cumples con los requisitos y estás interesado/a en formar parte de este desafío, envía tu CV a con el asunto ""Desarrollador FullStack Senior"". No olvides incluir tus pretensiones de renta.Esperamos tu postulaciónTipo de puesto: Tiempo completoPregunta(s) de postulación:¿Cuáles son tus pretensiones de renta? <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec508b2c2e6f07e031dde889677ebdc969
33,Desarrollador(A) Microsoft Dynamics 365 Y/O Business Central,TD SYNNEX,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 7 días,"#OportunidadProfesional: DESARROLLADOR(A) de Microsoft Dynamics 365 y/o Business Central¿Quieres formar parte de la empresa #1 del Ecuador en la implementación de soluciones tecnológicas y de negocio de mayor proyección a nivel mundial, en un gran ambiente de trabajo, con entrenamiento especializado y con retos constantes? Requerimos un(a) Desarrollador(a) de Microsoft Dynamics 365 y/o Business Centralpara la ciudad de QUITO.Si eres una persona dinámica, automotivada y cumples el perfil requerido aplica aquí o envía tu CV a -; o comparte esta oportunidad con tu red de contactos. Requisitos:Estudiante, egresado o graduado de Ing. en SistemasBases de Datos Relacionales (SQL Server, Oracle, Informix). Programación 4GL y orientada a objetos.Sistemas Operativos Windows, Unix, NT.Redes.AWS y CloudInglés: Al menos nivel intermedio.Principales Responsabilidades:Analizar, diseñar y desarrollar customizaciones e interfaces en el Sofware implementado por la empresa, en base a los requerimientos de los clientesResponsable de solucionar los problemas reportados por los clientes a través de órdenes de soporte, analizar, diseñar y desarrollar nuevas funcionalidades que los clientes requieran en el software.Nota:Al postular para la vacante, usted reconoce y acepta que los datos personales proporcionados serán utilizados con el único propósito de evaluación y selección de candidatos para este proceso de contratación. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec31b5fbcf1e5bee3239fcd59ac1035663
34,Desarrollador Senior Full Stack,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 7 días,"En Prex Technologies buscamos a un desarrollador con criterio técnico, atención al detalle y pasión por construir soluciones bien pensadas. Este rol está orientado a quienes disfrutan enfrentar desafíos reales y transformar ideas en productos que las principales industrias del país utilizan día a día.Prex es una empresa en crecimiento que desarrolla soluciones tecnológicas para sectores como construcción, retail y servicios financieros. Combinamos ingeniería, análisis de datos y diseño para ayudar a nuestros clientes a acelerar su transformación digital.Lo que harásDesarrollar y mantener aplicaciones con Angular y Java 21.Diseñar arquitecturas sólidas, seguras y escalables.Conectar APIs, optimizar flujos de datos y asegurar performance.Participar en decisiones técnicas y revisar código de tu equipo.Colaborar con diseñadores, analistas y otros desarrolladores para entregar soluciones que realmente funcionen.Lo que buscamosMás de 5 años de experiencia como Full Stack Developer.Dominio de Angular y Java 21.Conocimientos deseables en Struts o JSF.Experiencia en bases de datos relacionales y no relacionales (SQL Server, PostgreSQL, MongoDB). Conocimiento en control de versiones (Git) y CI/CD.Familiaridad con herramientas de gestión de proyectos como Jira.Capacidad para escribir código limpio, escalable y bien documentado.Excelente background técnico en arquitectura de software, estructuras de datos y patrones de diseño.Título en Ingeniería en Sistemas o afines.Por qué PrexEn Prex no solo desarrollamos software: creamos tecnología que acelera negocios reales. Nos movemos rápido, trabajamos con libertad y colaboramos con empresas líderes para construir soluciones que sí hacen la diferencia.Ofrecemos todos los beneficios de ley, seguro médico privado y un entorno donde el talento, la innovación y la buena energía se notan. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec0fc6216ee5560155b96a84b47159a075
35,Desarrollador Odoo,SGF Global,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 7 días,"Estudios:Ingeniería en sistemas, Técnico/a o Tecnología en Desarrollo de Software.Conocimiento Indispensable:Odoo 16, Odoo 18, PostgresqlExperiencia:De 6 meses a 1 añoen cargos similares.Competencias:Trabajo en equipo, pensamiento analítico, proactividad y comunicación efectiva. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec19bc07d9347605efc5932d9fec199043
36,Buscamos Desarrollador/A Senior Fullstack,Viamatica,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 10 días,"Estamos buscando un/a Desarrollador/a Senior Fullstack con experiencia en NestJS, Angular, SQL Server y PostgreSQL, que aporte conocimiento técnico, buenas prácticas y liderazgo al equipo. Responsabilidades principales <ul> <li>Desarrollo backend con NestJS y frontend con Angular.</li> <li>Optimización de bases de datos relacionales.</li> <li>Definición de arquitectura y mentoría a perfiles junior.</li> <li>Pruebas unitarias e integradas en entornos ágiles.</li> </ul> Requisitos <ul> <li>+5 años de experiencia en desarrollo de software.</li> <li>Dominio de NestJS, Angular y bases de datos relacionales.</li> <li>Experiencia con APIs REST/GraphQL, Git y patrones de diseño.</li> </ul> Plus: Docker/Kubernetes, CI/CD, cloud, pruebas automatizadas, Java. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec486d852aaf1ee290dc1af8357b0bae1b
37,Desarrollador Frontend,NexTI Business Solutions,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 10 días,"Acerca de Pacusoft Pacusoft, empresa especializada en soluciones tecnológicas, abre convocatoria para un profesional en desarrollo frontend que se integre a nuestro equipo de trabajo. La persona seleccionada será parte del desarrollo de proyectos empresariales reales, colaborando con un equipo técnico altamente calificado. REQUISITOS Perfil Profesional titulado o en etapa de titulación de Ingeniería en Software o carreras afines, con afinidad en desarrollo frontend. Frameworks y Lenguajes Dominio de Next.js y React.js. Experiencia en TypeScript y JavaScript (ES6+). UI/UX y Librerías de Componentes Experiencia con PrimeReact, Material UI, Tailwind CSS o librerías similares. Diseño y desarrollo de interfaces empresariales modernas, responsivas y escalables. Estándares de Desarrollo Manejo de HTML5, CSS3, SASS/LESS. Buenas prácticas de accesibilidad (WAI-ARIA) y usabilidad. Patrones de arquitectura frontend (componentes reutilizables, atomic design). Herramientas y Ecosistema Uso de Git/GitHub/GitLab para control de versiones. Experiencia con REST APIs y GraphQL. Conocimientos en integración de servicios externos y autenticación (OAuth, JWT). Conocimientos básicos en CI/CD (GitHub Actions, GitLab CI). COMPETENCIAS PERSONALES Creatividad y atención al detalle en el diseño de interfaces. Habilidad para el aprendizaje autónomo. Capacidad de adaptación y trabajo en equipo. Compromiso profesional y responsabilidad. DETALLES DEL CARGO Modalidad: Hibrido (Presencial y teletrabajo) <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec85b62ad9ae6129c10dd5590c72554206
38,Semi-Senior/Senior Desarrollador Java (Spring) - Sector Financiero/Bancario,Devsu,"Puerto Quito, Pichincha",,,Tiempo completo,Permanente,Hace 14 días,"Buscamos un desarrollador Java con al menos 5 años de experiencia en el uso de Spring y Spring Boot para trabajar de forma remota desde cualquier lugar de América Latina e hibrido si te encuentras en la ciudad de Quito . En esta posición, serás asignado/a a uno de nuestros clientes más importantes en el sector financiero/bancario de Latinoamérica. Trabajarás en un entorno ágil, con un equipo increíble en la implementación de productos de software de clase mundial. Programación Orientada a Objetos. Programación funcional y reactiva. Bases de datos relacionales y no relacionales. Conocimientos en Java. Más de 5 años de experiencia con Spring y Spring Boot. Profundo conocimiento de Arquitectura de Software (Inyección de Dependencia, Microservicios, Patrones de Diseño, etc). Disponibilidad de tiempo completo. Experiencia en las mejores prácticas de desarrollo de software moderno, incluido el control de versión de código (git), pruebas unitarias, TDD, revisiones de código, CI/CD, etc. Un contrato estable a largo plazo. Entrenamiento contínuo. Seguro de Salud Privado. Horario flexible. Trabajarás con algunos de los ingenieros de software más talentosos de América Latina y los EEUU, haciendo un trabajo desafiante y software de clase mundial. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec0965ae4b6caf117a24b5af84958f9c11
39,Desarrollador Senior Odoo (Openerp),Relative Engine,"San Lorenzo, Esmeraldas",,,Tiempo completo,Permanente,Hace 15 días,"Desarrollador Senior Odoo (OpenERP) Ubicación: San Lorenzo Responsabilidades del Puesto: Diseñar, desarrollar y personalizar módulos de Odoo según los requerimientos del negocio. Liderar proyectos de implementación de Odoo, desde el análisis de requerimientos hasta la puesta en producción. Integrar Odoo con otras aplicaciones y sistemas externos a través de APIs. Realizar el mantenimiento y la optimización de las implementaciones existentes de Odoo. Brindar soporte técnico y capacitación a los usuarios finales. Colaborar con los equipos funcionales para entender las necesidades del negocio y proponer soluciones técnicas eficientes. Asegurar la calidad del código a través de buenas prácticas de desarrollo y revisiones de código. Requisitos y Habilidades: Requisitos Indispensables: Experiencia mínima de 5 años en desarrollo de software. Sólida experiencia de al menos 3 años en desarrollo y personalización de Odoo (versiones 13 en adelante es un plus). Dominio de Python y la API de Odoo. Conocimientos profundos de PostgreSQL y lenguaje SQL. Experiencia en el desarrollo de módulos personalizados desde cero. Familiaridad con tecnologías web: HTML5, CSS3, JavaScript y XML. Experiencia con sistemas de control de versiones, preferiblemente Git. Habilidades Deseables: Conocimiento en la migración de versiones de Odoo. Experiencia en la integración con plataformas de comercio electrónico (Shopify, Magento, etc.). Conocimientos en administración de sistemas Linux. Familiaridad con metodologías de desarrollo ágil como Scrum. Si eres un desarrollador con una sólida experiencia en Odoo y buscas un nuevo reto profesional, ¡queremos conocerte! <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ece26961c342468e648b262dc49cbb64e4
